,0,1,2,3,4,5
245962,63296,MATTHEWS INTERNATIONAL CORP,10-Q,2018-01-31,edgar/data/63296/0000063296-18-000011.txt,edgar/data/63296/0000063296-18-000011-index.html
246000,63754,MCCORMICK & CO INC,10-Q,2018-03-27,edgar/data/63754/0000063754-18-000014.txt,edgar/data/63754/0000063754-18-000014-index.html
246209,64472,GENCOR INDUSTRIES INC,10-Q,2018-02-02,edgar/data/64472/0001193125-18-030114.txt,edgar/data/64472/0001193125-18-030114-index.html
246320,65011,MEREDITH CORP,10-Q,2018-02-08,edgar/data/65011/0000065011-18-000032.txt,edgar/data/65011/0000065011-18-000032-index.html
246367,65270,METHODE ELECTRONICS INC,10-Q,2018-03-01,edgar/data/65270/0001628280-18-002573.txt,edgar/data/65270/0001628280-18-002573-index.html
246379,65312,"EnviroStar, Inc.",10-Q,2018-02-14,edgar/data/65312/0001174947-18-000209.txt,edgar/data/65312/0001174947-18-000209-index.html
246521,66382,MILLER HERMAN INC,10-Q,2018-01-10,edgar/data/66382/0000066382-18-000002.txt,edgar/data/66382/0000066382-18-000002-index.html
246561,66418,MEXCO ENERGY CORP,10-Q,2018-02-12,edgar/data/66418/0001493152-18-001874.txt,edgar/data/66418/0001493152-18-001874-index.html
246790,67347,MODINE MANUFACTURING CO,10-Q,2018-01-31,edgar/data/67347/0001140361-18-004075.txt,edgar/data/67347/0001140361-18-004075-index.html
246824,67625,MONMOUTH REAL ESTATE INVESTMENT CORP,10-Q,2018-02-07,edgar/data/67625/0001493152-18-001604.txt,edgar/data/67625/0001493152-18-001604-index.html
247001,67887,MOOG INC.,10-Q,2018-01-26,edgar/data/67887/0000067887-18-000007.txt,edgar/data/67887/0000067887-18-000007-index.html
247038,6845,"APOGEE ENTERPRISES, INC.",10-Q,2018-01-11,edgar/data/6845/0000006845-18-000002.txt,edgar/data/6845/0000006845-18-000002-index.html
247087,68709,MTS SYSTEMS CORP,10-Q,2018-02-05,edgar/data/68709/0000068709-18-000005.txt,edgar/data/68709/0000068709-18-000005-index.html
247166,69422,INTERGROUP CORP,10-Q,2018-02-02,edgar/data/69422/0001144204-18-005529.txt,edgar/data/69422/0001144204-18-005529-index.html
247187,6951,APPLIED MATERIALS INC /DE,10-Q,2018-02-22,edgar/data/6951/0000006951-18-000008.txt,edgar/data/6951/0000006951-18-000008-index.html
247222,6955,ACTUANT CORP,10-Q,2018-01-08,edgar/data/6955/0000006955-18-000003.txt,edgar/data/6955/0000006955-18-000003-index.html
247264,69633,"NAPCO SECURITY TECHNOLOGIES, INC",10-Q,2018-02-08,edgar/data/69633/0001144204-18-006663.txt,edgar/data/69633/0001144204-18-006663-index.html
247268,69733,NATHANS FAMOUS INC,10-Q,2018-02-02,edgar/data/69733/0001437749-18-001575.txt,edgar/data/69733/0001437749-18-001575-index.html
247285,69891,NATIONAL BEVERAGE CORP,10-Q,2018-03-08,edgar/data/69891/0001437749-18-004217.txt,edgar/data/69891/0001437749-18-004217-index.html
247626,70145,NATIONAL FUEL GAS CO,10-Q,2018-02-02,edgar/data/70145/0000070145-18-000005.txt,edgar/data/70145/0000070145-18-000005-index.html
248036,703351,BRINKER INTERNATIONAL INC,10-Q,2018-02-02,edgar/data/703351/0000703351-18-000006.txt,edgar/data/703351/0000703351-18-000006-index.html
248061,703361,INTEGRATED DEVICE TECHNOLOGY INC,10-Q,2018-02-06,edgar/data/703361/0001628280-18-001124.txt,edgar/data/703361/0001628280-18-001124-index.html
248164,704051,"LEGG MASON, INC.",10-Q,2018-02-05,edgar/data/704051/0000704051-18-000022.txt,edgar/data/704051/0000704051-18-000022-index.html
248204,704172,PHI GROUP INC,10-Q,2018-02-20,edgar/data/704172/0001493152-18-002344.txt,edgar/data/704172/0001493152-18-002344-index.html
248291,704562,"Avid Bioservices, Inc.",10-Q,2018-03-12,edgar/data/704562/0001683168-18-000638.txt,edgar/data/704562/0001683168-18-000638-index.html
248354,70502,NATIONAL RURAL UTILITIES COOPERATIVE FINANCE CORP /DC/,10-Q,2018-01-11,edgar/data/70502/0000070502-18-000004.txt,edgar/data/70502/0000070502-18-000004-index.html
248746,707549,LAM RESEARCH CORP,10-Q,2018-01-30,edgar/data/707549/0000707549-18-000016.txt,edgar/data/707549/0000707549-18-000016-index.html
249277,708818,"QUALITY SYSTEMS, INC",10-Q,2018-01-26,edgar/data/708818/0001564590-18-000930.txt,edgar/data/708818/0001564590-18-000930-index.html
249606,710782,ARBOR ENTECH CORP,10-Q,2018-03-16,edgar/data/710782/0001078782-18-000313.txt,edgar/data/710782/0001078782-18-000313-index.html
249671,711377,NEOGEN CORP,10-Q,2018-01-05,edgar/data/711377/0001193125-18-004609.txt,edgar/data/711377/0001193125-18-004609-index.html
249672,711377,NEOGEN CORP,10-Q,2018-03-29,edgar/data/711377/0001193125-18-101821.txt,edgar/data/711377/0001193125-18-101821-index.html
249696,711404,COOPER COMPANIES INC,10-Q,2018-03-09,edgar/data/711404/0000711404-18-000014.txt,edgar/data/711404/0000711404-18-000014-index.html
249847,712515,ELECTRONIC ARTS INC.,10-Q,2018-02-06,edgar/data/712515/0000712515-18-000008.txt,edgar/data/712515/0000712515-18-000008-index.html
250059,713425,AMERICAN SOFTWARE INC,10-Q,2018-03-09,edgar/data/713425/0001193125-18-076290.txt,edgar/data/713425/0001193125-18-076290-index.html
250493,715446,ITUS Corp,10-Q,2018-03-09,edgar/data/715446/0001513162-18-000062.txt,edgar/data/715446/0001513162-18-000062-index.html
250591,715788,"EVIO, INC.",10-Q,2018-02-13,edgar/data/715788/0001477932-18-000800.txt,edgar/data/715788/0001477932-18-000800-index.html
250596,715812,BIOSYNERGY INC,10-Q,2018-03-19,edgar/data/715812/0000715812-18-000002.txt,edgar/data/715812/0000715812-18-000002-index.html
250739,716314,GRAHAM CORP,10-Q,2018-02-02,edgar/data/716314/0001564590-18-001234.txt,edgar/data/716314/0001564590-18-001234-index.html
250821,716643,REGIS CORP,10-Q,2018-02-01,edgar/data/716643/0000716643-18-000012.txt,edgar/data/716643/0000716643-18-000012-index.html
250839,716688,MICROWAVE FILTER CO INC /NY/,10-Q,2018-02-13,edgar/data/716688/0001493152-18-001966.txt,edgar/data/716688/0001493152-18-001966-index.html
251128,717720,VALUE LINE INC,10-Q,2018-03-14,edgar/data/717720/0001437749-18-004604.txt,edgar/data/717720/0001437749-18-004604-index.html
251199,717954,UNIFIRST CORP,10-Q,2018-01-04,edgar/data/717954/0001628280-18-000133.txt,edgar/data/717954/0001628280-18-000133-index.html
251254,718332,"RAVE RESTAURANT GROUP, INC.",10-Q,2018-02-06,edgar/data/718332/0001010549-18-000042.txt,edgar/data/718332/0001010549-18-000042-index.html
251453,719274,GIGA TRONICS INC,10-Q,2018-02-12,edgar/data/719274/0001437749-18-002248.txt,edgar/data/719274/0001437749-18-002248-index.html
251548,719733,KEY TRONIC CORP,10-Q,2018-02-08,edgar/data/719733/0000719733-18-000005.txt,edgar/data/719733/0000719733-18-000005-index.html
251642,720005,RAYMOND JAMES FINANCIAL INC,10-Q,2018-02-08,edgar/data/720005/0000720005-18-000018.txt,edgar/data/720005/0000720005-18-000018-index.html
251694,720154,BIOANALYTICAL SYSTEMS INC,10-Q,2018-02-14,edgar/data/720154/0001144204-18-008628.txt,edgar/data/720154/0001144204-18-008628-index.html
251714,720500,AMTECH SYSTEMS INC,10-Q,2018-02-08,edgar/data/720500/0000720500-18-000016.txt,edgar/data/720500/0000720500-18-000016-index.html
251781,720762,NON INVASIVE MONITORING SYSTEMS INC /FL/,10-Q,2018-03-16,edgar/data/720762/0001493152-18-003493.txt,edgar/data/720762/0001493152-18-003493-index.html
251790,720875,DYNATRONICS CORP,10-Q,2018-02-13,edgar/data/720875/0001654954-18-001448.txt,edgar/data/720875/0001654954-18-001448-index.html
251808,721371,CARDINAL HEALTH INC,10-Q,2018-02-08,edgar/data/721371/0000721371-18-000020.txt,edgar/data/721371/0000721371-18-000020-index.html
251963,72205,NOBILITY HOMES INC,10-Q,2018-03-19,edgar/data/72205/0001193125-18-088011.txt,edgar/data/72205/0001193125-18-088011-index.html
252029,722572,FRANKLIN WIRELESS CORP,10-Q,2018-02-14,edgar/data/722572/0001683168-18-000423.txt,edgar/data/722572/0001683168-18-000423-index.html
252118,722830,IMMUNOMEDICS INC,10-Q,2018-02-08,edgar/data/722830/0001558370-18-000528.txt,edgar/data/722830/0001558370-18-000528-index.html
252135,723125,MICRON TECHNOLOGY INC,10-Q,2018-03-23,edgar/data/723125/0000723125-18-000036.txt,edgar/data/723125/0000723125-18-000036-index.html
252193,723254,CINTAS CORP,10-Q,2018-01-05,edgar/data/723254/0000723254-18-000002.txt,edgar/data/723254/0000723254-18-000002-index.html
252203,72331,NORDSON CORP,10-Q,2018-03-05,edgar/data/72331/0001564590-18-004341.txt,edgar/data/72331/0001564590-18-004341-index.html
252303,723531,PAYCHEX INC,10-Q,2018-03-28,edgar/data/723531/0000723531-18-000009.txt,edgar/data/723531/0000723531-18-000009-index.html
252315,723603,CULP INC,10-Q,2018-03-09,edgar/data/723603/0001157523-18-000540.txt,edgar/data/723603/0001157523-18-000540-index.html
252479,724004,MESA LABORATORIES INC /CO,10-Q,2018-02-06,edgar/data/724004/0001437749-18-001752.txt,edgar/data/724004/0001437749-18-001752-index.html
252538,724445,BURZYNSKI RESEARCH INSTITUTE INC,10-Q,2018-01-16,edgar/data/724445/0001104659-18-002383.txt,edgar/data/724445/0001104659-18-002383-index.html
252539,72444,"Aviragen Therapeutics, Inc.",10-Q,2018-02-06,edgar/data/72444/0001437749-18-001749.txt,edgar/data/72444/0001437749-18-001749-index.html
252658,724910,NVE CORP /NEW/,10-Q,2018-01-17,edgar/data/724910/0000724910-18-000004.txt,edgar/data/724910/0000724910-18-000004-index.html
252668,725363,CEL SCI CORP,10-Q,2018-02-12,edgar/data/725363/0001654954-18-001366.txt,edgar/data/725363/0001654954-18-001366-index.html
252738,72633,NORTH EUROPEAN OIL ROYALTY TRUST,10-Q,2018-02-27,edgar/data/72633/0000072633-18-000008.txt,edgar/data/72633/0000072633-18-000008-index.html
252796,726514,ELECTRO SCIENTIFIC INDUSTRIES INC,10-Q,2018-02-06,edgar/data/726514/0000726514-18-000008.txt,edgar/data/726514/0000726514-18-000008-index.html
252898,726958,CASEYS GENERAL STORES INC,10-Q,2018-03-07,edgar/data/726958/0000726958-18-000010.txt,edgar/data/726958/0000726958-18-000010-index.html
253100,728387,"IsoRay, Inc.",10-Q,2018-02-09,edgar/data/728387/0001437749-18-002157.txt,edgar/data/728387/0001437749-18-002157-index.html
253814,730263,THOR INDUSTRIES INC,10-Q,2018-03-07,edgar/data/730263/0001193125-18-073613.txt,edgar/data/730263/0001193125-18-073613-index.html
253841,730464,Adtalem Global Education Inc.,10-Q,2018-02-06,edgar/data/730464/0001144204-18-006004.txt,edgar/data/730464/0001144204-18-006004-index.html
253864,730669,FCCC INC,10-Q,2018-02-13,edgar/data/730669/0001477932-18-000816.txt,edgar/data/730669/0001477932-18-000816-index.html
254138,731802,ATMOS ENERGY CORP,10-Q,2018-02-06,edgar/data/731802/0000731802-18-000005.txt,edgar/data/731802/0000731802-18-000005-index.html
254173,732026,TRIO-TECH INTERNATIONAL,10-Q,2018-02-12,edgar/data/732026/0001654954-18-001319.txt,edgar/data/732026/0001654954-18-001319-index.html
254491,73290,BIOMERICA INC,10-Q,2018-01-16,edgar/data/73290/0001513162-18-000011.txt,edgar/data/73290/0001513162-18-000011-index.html
254562,733269,ACXIOM CORP,10-Q,2018-02-07,edgar/data/733269/0000733269-18-000010.txt,edgar/data/733269/0000733269-18-000010-index.html
255053,737758,TORO CO,10-Q,2018-03-07,edgar/data/737758/0000737758-18-000007.txt,edgar/data/737758/0000737758-18-000007-index.html
255107,73887,Bristow Group Inc,10-Q,2018-02-08,edgar/data/73887/0000073887-18-000010.txt,edgar/data/73887/0000073887-18-000010-index.html
255301,74046,Oil-Dri Corp of America,10-Q,2018-03-09,edgar/data/74046/0000074046-18-000007.txt,edgar/data/74046/0000074046-18-000007-index.html
255378,740664,R F INDUSTRIES LTD,10-Q,2018-03-13,edgar/data/740664/0001144204-18-014372.txt,edgar/data/740664/0001144204-18-014372-index.html
255857,743316,MAXIM INTEGRATED PRODUCTS INC,10-Q,2018-01-26,edgar/data/743316/0000743316-18-000009.txt,edgar/data/743316/0000743316-18-000009-index.html
255964,743988,XILINX INC,10-Q,2018-01-26,edgar/data/743988/0000743988-18-000013.txt,edgar/data/743988/0000743988-18-000013-index.html
256021,744452,APPLIED DNA SCIENCES INC,10-Q,2018-02-08,edgar/data/744452/0001144204-18-006615.txt,edgar/data/744452/0001144204-18-006615-index.html
256297,746598,BRADY CORP,10-Q,2018-02-22,edgar/data/746598/0000746598-18-000015.txt,edgar/data/746598/0000746598-18-000015-index.html
256558,749038,"CCUR Holdings, Inc.",10-Q,2018-02-14,edgar/data/749038/0001144204-18-008291.txt,edgar/data/749038/0001144204-18-008291-index.html
257729,754811,U S GLOBAL INVESTORS INC,10-Q,2018-02-14,edgar/data/754811/0001185185-18-000235.txt,edgar/data/754811/0001185185-18-000235-index.html
257925,758743,VIDEO DISPLAY CORP,10-Q,2018-01-16,edgar/data/758743/0001193125-18-011279.txt,edgar/data/758743/0001193125-18-011279-index.html
258110,76267,PARK ELECTROCHEMICAL CORP,10-Q,2018-01-05,edgar/data/76267/0001437749-18-000331.txt,edgar/data/76267/0001437749-18-000331-index.html
258220,76334,PARKER HANNIFIN CORP,10-Q,2018-02-08,edgar/data/76334/0000076334-18-000011.txt,edgar/data/76334/0000076334-18-000011-index.html
258237,763532,LSI INDUSTRIES INC,10-Q,2018-02-07,edgar/data/763532/0001437749-18-001901.txt,edgar/data/763532/0001437749-18-001901-index.html
258662,764401,INSTEEL INDUSTRIES INC,10-Q,2018-01-18,edgar/data/764401/0001437749-18-000774.txt,edgar/data/764401/0001437749-18-000774-index.html
258822,764630,UNITED STATES BASKETBALL LEAGUE INC,10-Q,2018-01-30,edgar/data/764630/0001144204-18-004437.txt,edgar/data/764630/0001144204-18-004437-index.html
258823,764630,UNITED STATES BASKETBALL LEAGUE INC,10-Q,2018-02-28,edgar/data/764630/0001144204-18-011570.txt,edgar/data/764630/0001144204-18-011570-index.html
259231,768408,CYANOTECH CORP,10-Q,2018-02-06,edgar/data/768408/0001437749-18-001823.txt,edgar/data/768408/0001437749-18-001823-index.html
259565,771497,ABM INDUSTRIES INC /DE/,10-Q,2018-03-07,edgar/data/771497/0001628280-18-002860.txt,edgar/data/771497/0001628280-18-002860-index.html
259678,771856,"CHAMPIONS ONCOLOGY, INC.",10-Q,2018-03-19,edgar/data/771856/0001628280-18-003346.txt,edgar/data/771856/0001628280-18-003346-index.html
259713,772406,CIRRUS LOGIC INC,10-Q,2018-02-05,edgar/data/772406/0000772406-18-000003.txt,edgar/data/772406/0000772406-18-000003-index.html
259772,773318,VERITEC INC,10-Q,2018-02-14,edgar/data/773318/0001607062-18-000059.txt,edgar/data/773318/0001607062-18-000059-index.html
259847,773717,"Standard Metals Processing, Inc.",10-Q,2018-03-15,edgar/data/773717/0001615774-18-001923.txt,edgar/data/773717/0001615774-18-001923-index.html
259848,773717,"Standard Metals Processing, Inc.",10-Q,2018-03-23,edgar/data/773717/0001615774-18-002076.txt,edgar/data/773717/0001615774-18-002076-index.html
260053,775057,ALTEX INDUSTRIES INC,10-Q,2018-02-09,edgar/data/775057/0001096906-18-000076.txt,edgar/data/775057/0001096906-18-000076-index.html
260056,775158,OSHKOSH CORP,10-Q,2018-01-25,edgar/data/775158/0000775158-18-000006.txt,edgar/data/775158/0000775158-18-000006-index.html
260585,779152,HENRY JACK & ASSOCIATES INC,10-Q,2018-02-08,edgar/data/779152/0000779152-18-000004.txt,edgar/data/779152/0000779152-18-000004-index.html
260605,779544,ARK RESTAURANTS CORP,10-Q,2018-02-13,edgar/data/779544/0000930413-18-000379.txt,edgar/data/779544/0000930413-18-000379-index.html
260850,781902,INTERNATIONAL BALER CORP,10-Q,2018-03-13,edgar/data/781902/0001607062-18-000076.txt,edgar/data/781902/0001607062-18-000076-index.html
260871,783005,EMMIS COMMUNICATIONS CORP,10-Q,2018-01-11,edgar/data/783005/0000783005-18-000005.txt,edgar/data/783005/0000783005-18-000005-index.html
261045,783412,DAILY JOURNAL CORP,10-Q,2018-02-08,edgar/data/783412/0001437749-18-002037.txt,edgar/data/783412/0001437749-18-002037-index.html
261170,784539,EACO CORP,10-Q,2018-01-16,edgar/data/784539/0001144204-18-002237.txt,edgar/data/784539/0001144204-18-002237-index.html
261248,785557,DLH Holdings Corp.,10-Q,2018-02-13,edgar/data/785557/0001628280-18-001542.txt,edgar/data/785557/0001628280-18-001542-index.html
261268,785786,PLEXUS CORP,10-Q,2018-02-02,edgar/data/785786/0000785786-18-000012.txt,edgar/data/785786/0000785786-18-000012-index.html
261321,785956,J&J SNACK FOODS CORP,10-Q,2018-02-01,edgar/data/785956/0001437749-18-001474.txt,edgar/data/785956/0001437749-18-001474-index.html
261383,787253,NATURAL ALTERNATIVES INTERNATIONAL INC,10-Q,2018-02-13,edgar/data/787253/0001437749-18-002367.txt,edgar/data/787253/0001437749-18-002367-index.html
261428,78749,AGILYSYS INC,10-Q,2018-01-26,edgar/data/78749/0000078749-18-000008.txt,edgar/data/78749/0000078749-18-000008-index.html
261702,788329,JOHNSON OUTDOORS INC,10-Q,2018-02-02,edgar/data/788329/0001140361-18-004657.txt,edgar/data/788329/0001140361-18-004657-index.html
261858,788920,PRO DEX INC,10-Q,2018-02-08,edgar/data/788920/0001553350-18-000113.txt,edgar/data/788920/0001553350-18-000113-index.html
261868,789019,MICROSOFT CORP,10-Q,2018-01-31,edgar/data/789019/0001564590-18-001129.txt,edgar/data/789019/0001564590-18-001129-index.html
262517,792130,DATAWATCH CORP,10-Q,2018-02-06,edgar/data/792130/0001144204-18-005966.txt,edgar/data/792130/0001144204-18-005966-index.html
262933,794170,TOLL BROTHERS INC,10-Q,2018-03-08,edgar/data/794170/0000794170-18-000028.txt,edgar/data/794170/0000794170-18-000028-index.html
262962,794172,MERIDIAN BIOSCIENCE INC,10-Q,2018-02-07,edgar/data/794172/0001193125-18-034213.txt,edgar/data/794172/0001193125-18-034213-index.html
263037,794619,AMERICAN WOODMARK CORP,10-Q,2018-03-12,edgar/data/794619/0000794619-18-000032.txt,edgar/data/794619/0000794619-18-000032-index.html
263295,796343,ADOBE SYSTEMS INC,10-Q,2018-03-28,edgar/data/796343/0000796343-18-000065.txt,edgar/data/796343/0000796343-18-000065-index.html
263327,796505,"Clearfield, Inc.",10-Q,2018-01-29,edgar/data/796505/0001171843-18-000715.txt,edgar/data/796505/0001171843-18-000715-index.html
263366,79661,PORTSMOUTH SQUARE INC,10-Q,2018-02-02,edgar/data/79661/0001144204-18-005517.txt,edgar/data/79661/0001144204-18-005517-index.html
263446,797721,VIASAT INC,10-Q,2018-02-09,edgar/data/797721/0001193125-18-036708.txt,edgar/data/797721/0001193125-18-036708-index.html
263572,798359,INVESTORS REAL ESTATE TRUST,10-Q,2018-03-12,edgar/data/798359/0001628280-18-003105.txt,edgar/data/798359/0001628280-18-003105-index.html
263951,799850,AMERICAS CARMART INC,10-Q,2018-03-08,edgar/data/799850/0001171843-18-001791.txt,edgar/data/799850/0001171843-18-001791-index.html
264277,802510,"ENERKON SOLAR INTERNATIONAL, INC.",10-Q,2018-01-26,edgar/data/802510/0001477932-18-000521.txt,edgar/data/802510/0001477932-18-000521-index.html
264945,80420,POWELL INDUSTRIES INC,10-Q,2018-02-07,edgar/data/80420/0000080420-18-000007.txt,edgar/data/80420/0000080420-18-000007-index.html
265051,80424,PROCTER & GAMBLE Co,10-Q,2018-01-23,edgar/data/80424/0000080424-18-000013.txt,edgar/data/80424/0000080424-18-000013-index.html
265128,804328,QUALCOMM INC/DE,10-Q,2018-01-31,edgar/data/804328/0001728949-18-000011.txt,edgar/data/804328/0001728949-18-000011-index.html
265560,806172,SONO TEK CORP,10-Q,2018-01-16,edgar/data/806172/0001171520-18-000025.txt,edgar/data/806172/0001171520-18-000025-index.html
265663,806592,"SUNWIN STEVIA INTERNATIONAL, INC.",10-Q,2018-03-16,edgar/data/806592/0001448788-18-000003.txt,edgar/data/806592/0001448788-18-000003-index.html
265858,807707,VOXX International Corp,10-Q,2018-01-09,edgar/data/807707/0000807707-18-000005.txt,edgar/data/807707/0000807707-18-000005-index.html
265875,807863,MITEK SYSTEMS INC,10-Q,2018-02-01,edgar/data/807863/0000807863-18-000008.txt,edgar/data/807863/0000807863-18-000008-index.html
265892,807882,JACK IN THE BOX INC /NEW/,10-Q,2018-02-23,edgar/data/807882/0000807882-18-000003.txt,edgar/data/807882/0000807882-18-000003-index.html
265962,808326,EMCORE CORP,10-Q,2018-02-06,edgar/data/808326/0000808326-18-000004.txt,edgar/data/808326/0000808326-18-000004-index.html
266005,808450,NAVISTAR INTERNATIONAL CORP,10-Q,2018-03-08,edgar/data/808450/0000808450-18-000032.txt,edgar/data/808450/0000808450-18-000032-index.html
266362,809933,ECOLOGY & ENVIRONMENT INC,10-Q,2018-03-13,edgar/data/809933/0001140361-18-013168.txt,edgar/data/809933/0001140361-18-013168-index.html
266413,810136,PHOTRONICS INC,10-Q,2018-03-09,edgar/data/810136/0001140361-18-012686.txt,edgar/data/810136/0001140361-18-012686-index.html
267108,811831,NORTHEAST BANCORP /ME/,10-Q,2018-02-09,edgar/data/811831/0001437749-18-002136.txt,edgar/data/811831/0001437749-18-002136-index.html
267213,812011,VAIL RESORTS INC,10-Q,2018-03-08,edgar/data/812011/0000812011-18-000010.txt,edgar/data/812011/0000812011-18-000010-index.html
267262,812128,SANDERSON FARMS INC,10-Q,2018-02-21,edgar/data/812128/0000812128-18-000002.txt,edgar/data/812128/0000812128-18-000002-index.html
267383,812306,PROCYON CORP,10-Q,2018-02-14,edgar/data/812306/0001437749-18-002506.txt,edgar/data/812306/0001437749-18-002506-index.html
268087,814547,FAIR ISAAC CORP,10-Q,2018-01-25,edgar/data/814547/0001628280-18-000591.txt,edgar/data/814547/0001628280-18-000591-index.html
268254,815094,ABIOMED INC,10-Q,2018-02-06,edgar/data/815094/0001564590-18-001410.txt,edgar/data/815094/0001564590-18-001410-index.html
268268,815097,CARNIVAL CORP,10-Q,2018-03-22,edgar/data/815097/0000815097-18-000018.txt,edgar/data/815097/0000815097-18-000018-index.html
268557,817720,SYNAPTICS Inc,10-Q,2018-02-08,edgar/data/817720/0001564590-18-001689.txt,edgar/data/817720/0001564590-18-001689-index.html
268824,819220,MULTI COLOR Corp,10-Q,2018-02-09,edgar/data/819220/0001193125-18-037893.txt,edgar/data/819220/0001193125-18-037893-index.html
268880,819690,SOUTHWESTERN WATER EXPLORATION CO,10-Q,2018-02-05,edgar/data/819690/0001065949-18-000015.txt,edgar/data/819690/0001065949-18-000015-index.html
269130,820318,II-VI INC,10-Q,2018-02-08,edgar/data/820318/0001564590-18-001697.txt,edgar/data/820318/0001564590-18-001697-index.html
269181,820771,Goliath Film & Media Holdings,10-Q,2018-03-15,edgar/data/820771/0001493152-18-003408.txt,edgar/data/820771/0001493152-18-003408-index.html
269214,820901,ARETE INDUSTRIES INC,10-Q,2018-03-29,edgar/data/820901/0001079973-18-000209.txt,edgar/data/820901/0001079973-18-000209-index.html
269215,820901,ARETE INDUSTRIES INC,10-Q,2018-03-29,edgar/data/820901/0001079973-18-000211.txt,edgar/data/820901/0001079973-18-000211-index.html
269216,820901,ARETE INDUSTRIES INC,10-Q,2018-03-29,edgar/data/820901/0001079973-18-000213.txt,edgar/data/820901/0001079973-18-000213-index.html
269546,822370,"MYnd Analytics, Inc.",10-Q,2018-02-20,edgar/data/822370/0001615774-18-001326.txt,edgar/data/822370/0001615774-18-001326-index.html
270124,823277,CHS INC,10-Q,2018-01-10,edgar/data/823277/0000823277-18-000005.txt,edgar/data/823277/0000823277-18-000005-index.html
270366,825324,Good Times Restaurants Inc.,10-Q,2018-02-09,edgar/data/825324/0001214659-18-001024.txt,edgar/data/825324/0001214659-18-001024-index.html
270390,825542,SCOTTS MIRACLE-GRO CO,10-Q,2018-02-08,edgar/data/825542/0001546380-18-000005.txt,edgar/data/825542/0001546380-18-000005-index.html
270522,826253,AURA SYSTEMS INC,10-Q,2018-01-19,edgar/data/826253/0001213900-18-000698.txt,edgar/data/826253/0001213900-18-000698-index.html
270543,826326,"ARC Group Worldwide, Inc.",10-Q,2018-02-09,edgar/data/826326/0001558370-18-000574.txt,edgar/data/826326/0001558370-18-000574-index.html
270724,827054,MICROCHIP TECHNOLOGY INC,10-Q,2018-02-07,edgar/data/827054/0000827054-18-000021.txt,edgar/data/827054/0000827054-18-000021-index.html
270890,827876,"CLEANSPARK, INC.",10-Q,2018-02-14,edgar/data/827876/0001663577-18-000081.txt,edgar/data/827876/0001663577-18-000081-index.html
270924,828530,ADMIRAL FINANCIAL CORP,10-Q,2018-02-14,edgar/data/828530/0001553350-18-000134.txt,edgar/data/828530/0001553350-18-000134-index.html
271014,829224,STARBUCKS CORP,10-Q,2018-01-31,edgar/data/829224/0000829224-18-000009.txt,edgar/data/829224/0000829224-18-000009-index.html
271101,830524,CHASE CORP,10-Q,2018-01-09,edgar/data/830524/0001558370-18-000075.txt,edgar/data/830524/0001558370-18-000075-index.html
271796,831641,TETRA TECH INC,10-Q,2018-02-01,edgar/data/831641/0000831641-18-000010.txt,edgar/data/831641/0000831641-18-000010-index.html
272462,832488,"MAM SOFTWARE GROUP, INC.",10-Q,2018-02-08,edgar/data/832488/0001437749-18-002071.txt,edgar/data/832488/0001437749-18-002071-index.html
272689,833444,Johnson Controls International plc,10-Q,2018-02-02,edgar/data/833444/0000833444-18-000008.txt,edgar/data/833444/0000833444-18-000008-index.html
272805,834071,TOYOTA MOTOR CREDIT CORP,10-Q,2018-02-13,edgar/data/834071/0001564590-18-001917.txt,edgar/data/834071/0001564590-18-001917-index.html
273090,835662,MERCARI COMMUNICATIONS GROUP LTD,10-Q,2018-01-16,edgar/data/835662/0001493152-18-000585.txt,edgar/data/835662/0001493152-18-000585-index.html
273182,836157,LINDSAY CORP,10-Q,2018-03-29,edgar/data/836157/0001564590-18-007144.txt,edgar/data/836157/0001564590-18-007144-index.html
273329,836564,PATRIOT SCIENTIFIC CORP,10-Q,2018-01-16,edgar/data/836564/0001683168-18-000138.txt,edgar/data/836564/0001683168-18-000138-index.html
273412,836690,INNOVATIVE SOLUTIONS & SUPPORT INC,10-Q,2018-02-14,edgar/data/836690/0001104659-18-009757.txt,edgar/data/836690/0001104659-18-009757-index.html
273423,836809,"AFTERMASTER, INC.",10-Q,2018-02-14,edgar/data/836809/0001654954-18-001530.txt,edgar/data/836809/0001654954-18-001530-index.html
273443,836937,UPD HOLDING CORP.,10-Q,2018-02-23,edgar/data/836937/0001214659-18-001503.txt,edgar/data/836937/0001214659-18-001503-index.html
273665,84112,"GEORGE RISK INDUSTRIES, INC.",10-Q,2018-03-16,edgar/data/84112/0001493152-18-003496.txt,edgar/data/84112/0001493152-18-003496-index.html
273668,84129,RITE AID CORP,10-Q,2018-01-11,edgar/data/84129/0001104659-18-001768.txt,edgar/data/84129/0001104659-18-001768-index.html
273716,842023,BIO-TECHNE Corp,10-Q,2018-02-08,edgar/data/842023/0001437749-18-001995.txt,edgar/data/842023/0001437749-18-001995-index.html
274012,843212,AMERICAN ENERGY GROUP LTD,10-Q,2018-02-20,edgar/data/843212/0001477932-18-000934.txt,edgar/data/843212/0001477932-18-000934-index.html
274085,844538,TROPIC INTERNATIONAL INC.,10-Q,2018-01-22,edgar/data/844538/0001493152-18-000809.txt,edgar/data/844538/0001493152-18-000809-index.html
